recency,frequency,monetary,cluster,Segment
4,1,312.62,1,Lost Customers
284,1,204.5,2,At-Risk Loyalists
44,1,267.13,1,Lost Customers
71,12,6709.7300000000005,0,Champions
86,2,1390.86,3,New/Promising
563,3,434.6,2,At-Risk Loyalists
701,1,140.22000000000003,2,At-Risk Loyalists
104,8,1602.01,3,New/Promising
334,5,1700.52,3,New/Promising
53,1,208.75,2,At-Risk Loyalists
408,1,107.24,2,At-Risk Loyalists
39,11,2984.33,0,Champions
32,2,714.96,1,Lost Customers
500,3,767.91,3,New/Promising
366,6,6553.74,3,New/Promising
208,1,1028.56,2,At-Risk Loyalists
157,3,351.67,2,At-Risk Loyalists
54,1,173.97,2,At-Risk Loyalists
402,1,240.5,2,At-Risk Loyalists
411,1,373.02,2,At-Risk Loyalists
677,1,283.43,2,At-Risk Loyalists
66,7,1827.84,3,New/Promising
562,1,105.5,2,At-Risk Loyalists
81,2,2402.7200000000003,3,New/Promising
130,1,406.09,2,At-Risk Loyalists
87,1,364.5,2,At-Risk Loyalists
1,3,563.94,1,Lost Customers
46,1,393.54,1,Lost Customers
333,3,596.12,2,At-Risk Loyalists
366,4,1363.6,3,New/Promising
72,1,158.04,2,At-Risk Loyalists
158,2,473.81,2,At-Risk Loyalists
373,2,663.25,2,At-Risk Loyalists
12,10,3738.29,0,Champions
549,1,114.95,2,At-Risk Loyalists
255,7,3175.95,3,New/Promising
603,3,284.4,2,At-Risk Loyalists
29,2,277.05,1,Lost Customers
31,13,3464.95,0,Champions
5,42,17050.41,0,Champions
663,8,181.35,2,At-Risk Loyalists
40,1,427.93,1,Lost Customers
362,4,689.07,3,New/Promising
449,2,613.08,2,At-Risk Loyalists
373,2,1004.11,2,At-Risk Loyalists
96,2,913.19,3,New/Promising
26,13,4557.13,0,Champions
75,7,2389.08,3,New/Promising
57,11,5081.33,0,Champions
21,2,722.74,1,Lost Customers
492,11,6251.26,3,New/Promising
41,8,3739.01,0,Champions
662,1,59.400000000000006,2,At-Risk Loyalists
137,8,6017.06,3,New/Promising
8,17,3421.39,0,Champions
129,2,307.32,2,At-Risk Loyalists
690,1,60.959999999999994,2,At-Risk Loyalists
40,3,1233.3600000000001,1,Lost Customers
383,4,1211.75,3,New/Promising
463,2,246.5,2,At-Risk Loyalists
169,8,4877.84,3,New/Promising
9,11,3479.0600000000004,0,Champions
214,5,1890.5700000000002,3,New/Promising
15,12,13733.550000000001,0,Champions
170,4,2027.79,3,New/Promising
40,3,942.08,1,Lost Customers
186,1,394.14,2,At-Risk Loyalists
492,1,468.65,2,At-Risk Loyalists
270,1,140.54,2,At-Risk Loyalists
172,5,2733.8,3,New/Promising
396,2,1216.66,3,New/Promising
584,1,289.87,2,At-Risk Loyalists
5,7,2911.62,0,Champions
16,5,891.34,1,Lost Customers
10,11,5286.8,0,Champions
326,1,107.45,2,At-Risk Loyalists
113,2,796.38,3,New/Promising
290,1,94.0,2,At-Risk Loyalists
16,2,1345.53,1,Lost Customers
1,3,815.77,1,Lost Customers
92,8,1302.3,3,New/Promising
452,2,216.95000000000002,2,At-Risk Loyalists
149,6,1830.54,3,New/Promising
492,2,170.88,2,At-Risk Loyalists
376,1,257.06,2,At-Risk Loyalists
189,2,659.84,2,At-Risk Loyalists
31,4,975.87,1,Lost Customers
34,4,1056.44,1,Lost Customers
264,1,267.18,2,At-Risk Loyalists
721,1,131.25,2,At-Risk Loyalists
84,10,4685.72,3,New/Promising
26,4,1358.88,1,Lost Customers
171,1,190.53,2,At-Risk Loyalists
692,5,6798.72,3,New/Promising
10,3,774.9000000000001,1,Lost Customers
313,1,572.8100000000001,2,At-Risk Loyalists
65,7,4572.82,3,New/Promising
85,1,508.8,2,At-Risk Loyalists
425,2,452.32,2,At-Risk Loyalists
25,1,135.86,1,Lost Customers
434,6,743.0,3,New/Promising
59,10,3805.34,0,Champions
323,7,1619.97,3,New/Promising
38,3,266.89,1,Lost Customers
254,3,597.78,2,At-Risk Loyalists
400,4,1944.57,3,New/Promising
19,9,2615.39,0,Champions
33,3,1483.14,1,Lost Customers
15,4,762.75,1,Lost Customers
27,2,397.35,1,Lost Customers
468,2,954.75,2,At-Risk Loyalists
503,1,153.24,2,At-Risk Loyalists
23,2,320.76,1,Lost Customers
214,2,533.3,2,At-Risk Loyalists
8,11,2567.06,0,Champions
22,1,149.29,1,Lost Customers
12,3,1122.53,1,Lost Customers
262,2,393.45,2,At-Risk Loyalists
131,1,156.57999999999998,2,At-Risk Loyalists
405,4,1269.05,3,New/Promising
55,3,383.68,1,Lost Customers
396,3,1254.21,3,New/Promising
249,1,594.0,2,At-Risk Loyalists
2,14,5175.93,0,Champions
9,2,1418.26,1,Lost Customers
264,2,284.5,2,At-Risk Loyalists
377,3,406.95,2,At-Risk Loyalists
331,5,492.88,3,New/Promising
313,2,788.81,2,At-Risk Loyalists
26,3,974.52,1,Lost Customers
30,1,429.84,1,Lost Customers
434,2,233.21,2,At-Risk Loyalists
30,6,1799.1100000000001,3,New/Promising
2,7,1388.37,1,Lost Customers
362,2,307.69,2,At-Risk Loyalists
598,1,38.25,2,At-Risk Loyalists
283,10,2119.27,3,New/Promising
262,1,237.07,2,At-Risk Loyalists
25,2,370.43999999999994,1,Lost Customers
417,2,202.82999999999998,2,At-Risk Loyalists
354,1,216.76,2,At-Risk Loyalists
461,2,429.7,2,At-Risk Loyalists
94,4,737.05,3,New/Promising
29,1,126.14,1,Lost Customers
338,1,1048.85,2,At-Risk Loyalists
20,32,12655.65,0,Champions
85,4,1571.01,3,New/Promising
9,3,524.88,1,Lost Customers
51,3,1430.48,1,Lost Customers
50,3,874.25,1,Lost Customers
576,1,63.419999999999995,2,At-Risk Loyalists
2,3,1316.56,1,Lost Customers
113,1,371.56,2,At-Risk Loyalists
14,8,2046.0,0,Champions
596,1,163.1,2,At-Risk Loyalists
77,1,454.10999999999996,2,At-Risk Loyalists
380,4,2209.98,3,New/Promising
650,1,368.4,2,At-Risk Loyalists
40,3,2024.98,1,Lost Customers
733,1,147.4,2,At-Risk Loyalists
116,5,6279.0,3,New/Promising
401,1,1993.34,3,New/Promising
16,19,14592.56,0,Champions
161,10,862.2,3,New/Promising
1,6,4656.0,0,Champions
30,7,5771.51,0,Champions
527,1,102.0,2,At-Risk Loyalists
680,1,231.32,2,At-Risk Loyalists
93,5,431.92,3,New/Promising
23,8,2419.61,0,Champions
430,1,217.6,2,At-Risk Loyalists
95,6,3100.09,3,New/Promising
28,2,659.4599999999999,1,Lost Customers
33,9,4314.9800000000005,0,Champions
21,5,3780.05,0,Champions
379,1,246.5,2,At-Risk Loyalists
631,1,146.14000000000001,2,At-Risk Loyalists
18,9,8657.39,0,Champions
3,44,26039.58,0,Champions
724,1,161.6,2,At-Risk Loyalists
8,4,1131.56,1,Lost Customers
405,2,402.5,2,At-Risk Loyalists
16,14,13993.47,0,Champions
363,2,267.15,2,At-Risk Loyalists
81,4,423.85,1,Lost Customers
53,5,3610.96,3,New/Promising
23,6,2040.03,1,Lost Customers
172,1,492.36,2,At-Risk Loyalists
189,6,1000.27,3,New/Promising
380,1,166.51,2,At-Risk Loyalists
331,1,250.0,2,At-Risk Loyalists
12,5,909.23,1,Lost Customers
156,4,331.58,2,At-Risk Loyalists
33,35,27750.55,0,Champions
12,18,6598.55,0,Champions
387,1,171.81,2,At-Risk Loyalists
45,3,62.43,2,At-Risk Loyalists
233,1,267.03,2,At-Risk Loyalists
64,15,4218.94,0,Champions
383,2,344.61,2,At-Risk Loyalists
2,1,343.5,1,Lost Customers
40,16,7106.69,0,Champions
33,2,398.84,1,Lost Customers
84,16,17359.99,0,Champions
25,2,591.4,1,Lost Customers
2,4,1295.7,1,Lost Customers
33,2,148.44,1,Lost Customers
19,23,5575.64,0,Champions
254,1,229.33,2,At-Risk Loyalists
23,12,5111.95,0,Champions
22,5,1813.72,1,Lost Customers
8,2,2007.44,1,Lost Customers
25,10,3771.9,0,Champions
19,3,807.57,1,Lost Customers
726,1,162.25,2,At-Risk Loyalists
173,6,1087.82,3,New/Promising
409,1,259.09,2,At-Risk Loyalists
163,1,110.92,2,At-Risk Loyalists
538,6,3358.3999999999996,3,New/Promising
7,1,538.46,1,Lost Customers
11,2,460.68,1,Lost Customers
114,1,85.13000000000001,2,At-Risk Loyalists
512,3,918.45,3,New/Promising
288,2,242.84,2,At-Risk Loyalists
9,20,8162.43,0,Champions
54,2,428.05,1,Lost Customers
607,2,1079.1000000000001,2,At-Risk Loyalists
7,26,10154.39,0,Champions
596,1,158.09,2,At-Risk Loyalists
77,8,2345.96,3,New/Promising
4,12,2218.8,0,Champions
37,7,1710.08,3,New/Promising
217,2,252.52,2,At-Risk Loyalists
60,1,437.23,1,Lost Customers
278,1,217.2,2,At-Risk Loyalists
12,36,12112.35,0,Champions
24,1,279.77,1,Lost Customers
29,1,473.65000000000003,1,Lost Customers
639,1,214.13,2,At-Risk Loyalists
568,1,1109.4,2,At-Risk Loyalists
398,2,153.52,2,At-Risk Loyalists
12,8,1934.3899999999999,0,Champions
352,3,673.3800000000001,2,At-Risk Loyalists
22,7,2867.0,0,Champions
463,2,70.74000000000001,2,At-Risk Loyalists
50,2,173.16,1,Lost Customers
393,2,227.87,2,At-Risk Loyalists
19,1,186.01,1,Lost Customers
3,3,758.29,1,Lost Customers
104,10,3586.35,3,New/Promising
7,25,9311.04,0,Champions
12,14,4051.63,0,Champions
5,10,4068.67,0,Champions
32,5,1207.18,1,Lost Customers
178,6,1518.7,3,New/Promising
620,1,30.1,2,At-Risk Loyalists
38,1,940.6700000000001,1,Lost Customers
151,5,397.98,3,New/Promising
162,1,127.1,2,At-Risk Loyalists
69,5,1302.5,3,New/Promising
377,8,1381.19,3,New/Promising
121,38,7794.59,0,Champions
25,3,682.9100000000001,1,Lost Customers
376,1,107.86,2,At-Risk Loyalists
24,6,1277.5,1,Lost Customers
177,1,455.3,2,At-Risk Loyalists
593,3,1139.1,3,New/Promising
50,7,1522.0800000000002,3,New/Promising
678,1,579.6,2,At-Risk Loyalists
256,3,478.53000000000003,2,At-Risk Loyalists
382,5,1496.6,3,New/Promising
583,3,217.9,2,At-Risk Loyalists
47,1,388.58,1,Lost Customers
71,1,199.8,2,At-Risk Loyalists
16,5,1771.78,1,Lost Customers
488,1,357.6,2,At-Risk Loyalists
101,9,3130.04,3,New/Promising
35,2,563.37,1,Lost Customers
53,2,548.02,1,Lost Customers
27,3,1250.06,1,Lost Customers
428,4,1199.31,3,New/Promising
11,30,14960.12,0,Champions
8,16,3230.51,0,Champions
79,2,88.48,2,At-Risk Loyalists
52,1,216.39,2,At-Risk Loyalists
36,9,1936.8,3,New/Promising
61,17,5230.99,0,Champions
337,9,1708.97,3,New/Promising
28,5,1785.98,1,Lost Customers
184,1,298.48,2,At-Risk Loyalists
52,1,112.46000000000001,2,At-Risk Loyalists
10,26,2997.28,0,Champions
36,2,195.15,1,Lost Customers
610,1,433.71999999999997,2,At-Risk Loyalists
438,4,3147.36,3,New/Promising
10,47,21373.97,0,Champions
438,1,317.11,2,At-Risk Loyalists
396,3,828.5500000000001,3,New/Promising
33,4,776.851,1,Lost Customers
11,1,336.40000000000003,1,Lost Customers
57,4,1942.36,3,New/Promising
4,4,1293.03,1,Lost Customers
43,17,7852.61,0,Champions
141,8,2437.05,3,New/Promising
117,4,588.13,3,New/Promising
104,9,3236.4,3,New/Promising
75,3,1067.52,3,New/Promising
457,2,566.9,2,At-Risk Loyalists
5,17,5652.26,0,Champions
450,4,2240.9,3,New/Promising
45,3,1481.4,1,Lost Customers
642,1,596.67,2,At-Risk Loyalists
16,8,3285.31,0,Champions
509,13,4352.46,3,New/Promising
17,2,554.65,1,Lost Customers
396,1,100.35,2,At-Risk Loyalists
90,4,1444.58,3,New/Promising
53,5,797.59,1,Lost Customers
379,6,2265.2,3,New/Promising
134,3,1065.08,3,New/Promising
4,29,23957.58,0,Champions
105,12,5345.55,0,Champions
730,1,105.78000000000002,2,At-Risk Loyalists
192,3,664.0,3,New/Promising
166,4,813.0,3,New/Promising
19,3,1055.17,1,Lost Customers
158,5,974.61,3,New/Promising
415,1,169.0,2,At-Risk Loyalists
204,2,657.35,2,At-Risk Loyalists
336,4,2170.35,3,New/Promising
522,2,553.88,2,At-Risk Loyalists
37,5,1259.06,1,Lost Customers
91,5,1420.34,3,New/Promising
93,2,877.4399999999999,1,Lost Customers
9,2,922.53,1,Lost Customers
243,1,560.67,2,At-Risk Loyalists
45,4,748.5,1,Lost Customers
23,1,30.0,2,At-Risk Loyalists
190,8,2423.4700000000003,3,New/Promising
44,3,532.49,1,Lost Customers
25,15,2812.99,0,Champions
317,8,1215.95,3,New/Promising
661,2,283.73,2,At-Risk Loyalists
106,1,138.14,2,At-Risk Loyalists
51,4,1254.03,3,New/Promising
168,5,4015.12,3,New/Promising
472,2,632.9399999999999,2,At-Risk Loyalists
40,1,301.32,1,Lost Customers
218,1,76.32000000000001,2,At-Risk Loyalists
40,4,684.34,1,Lost Customers
297,2,325.2,2,At-Risk Loyalists
19,7,2657.13,0,Champions
725,1,45.300000000000004,2,At-Risk Loyalists
88,9,6414.79,3,New/Promising
73,13,6948.2300000000005,0,Champions
81,4,542.04,3,New/Promising
19,3,3435.76,1,Lost Customers
49,3,1305.63,1,Lost Customers
53,3,1893.89,3,New/Promising
24,4,781.28,1,Lost Customers
9,10,4507.58,0,Champions
25,14,2989.7,0,Champions
599,2,318.24,2,At-Risk Loyalists
117,2,524.54,2,At-Risk Loyalists
547,3,173.95,2,At-Risk Loyalists
450,1,55.980000000000004,2,At-Risk Loyalists
420,1,90.0,2,At-Risk Loyalists
9,9,2993.1,0,Champions
419,1,190.57,2,At-Risk Loyalists
120,3,521.03,3,New/Promising
4,2,239.76,1,Lost Customers
252,4,571.3,3,New/Promising
28,1,191.04,1,Lost Customers
659,1,37.5,2,At-Risk Loyalists
1,24,10810.81,0,Champions
267,4,1131.04,3,New/Promising
33,13,3906.57,0,Champions
690,1,246.75,2,At-Risk Loyalists
624,1,46.2,2,At-Risk Loyalists
18,1,309.65,1,Lost Customers
172,2,696.68,2,At-Risk Loyalists
2,4,1542.14,1,Lost Customers
476,2,140.39000000000001,2,At-Risk Loyalists
265,1,211.5,2,At-Risk Loyalists
140,6,3817.96,3,New/Promising
201,1,143.1,2,At-Risk Loyalists
64,4,1060.56,3,New/Promising
35,4,945.58,1,Lost Customers
41,9,4378.72,0,Champions
284,2,327.85,2,At-Risk Loyalists
417,1,898.87,2,At-Risk Loyalists
557,2,420.25,2,At-Risk Loyalists
9,12,3472.4100000000003,0,Champions
143,4,1010.79,3,New/Promising
12,5,784.8100000000001,1,Lost Customers
556,5,658.02,3,New/Promising
146,11,3056.81,3,New/Promising
234,5,607.0,3,New/Promising
540,1,293.79,2,At-Risk Loyalists
33,31,10223.06,0,Champions
24,2,741.92,1,Lost Customers
12,1,507.08,1,Lost Customers
36,11,5258.1,0,Champions
365,4,947.65,3,New/Promising
201,3,310.85,2,At-Risk Loyalists
15,1,415.25,1,Lost Customers
390,1,321.91,2,At-Risk Loyalists
17,15,9445.51,0,Champions
380,2,544.6,2,At-Risk Loyalists
213,3,192.55,2,At-Risk Loyalists
66,5,1726.58,3,New/Promising
554,1,125.3,2,At-Risk Loyalists
212,10,1682.07,3,New/Promising
283,1,162.3,2,At-Risk Loyalists
115,4,2263.3,3,New/Promising
421,1,327.68,2,At-Risk Loyalists
435,2,1815.72,3,New/Promising
15,8,1205.1200000000001,1,Lost Customers
19,41,13372.970000000001,0,Champions
66,1,449.12,1,Lost Customers
49,1,154.88,2,At-Risk Loyalists
458,2,208.62,2,At-Risk Loyalists
619,1,156.87,2,At-Risk Loyalists
16,4,784.46,1,Lost Customers
78,1,34.8,2,At-Risk Loyalists
19,4,1094.59,1,Lost Customers
134,1,196.88,2,At-Risk Loyalists
13,9,2562.61,0,Champions
40,3,614.7600000000001,1,Lost Customers
235,3,44534.3,3,New/Promising
3,18,6797.191,0,Champions
461,11,1380.44,3,New/Promising
40,9,4207.54,0,Champions
305,1,79.2,2,At-Risk Loyalists
51,9,3037.61,3,New/Promising
10,17,5993.12,0,Champions
61,4,532.96,1,Lost Customers
66,6,2940.36,3,New/Promising
25,1,205.25,1,Lost Customers
218,7,830.9300000000001,3,New/Promising
631,2,13916.34,3,New/Promising
443,1,143.05,2,At-Risk Loyalists
65,2,583.75,1,Lost Customers
32,2,1086.92,1,Lost Customers
88,8,4503.08,3,New/Promising
667,1,370.63,2,At-Risk Loyalists
64,3,831.06,1,Lost Customers
116,34,15601.09,0,Champions
7,46,88704.32,0,Champions
613,1,321.45,2,At-Risk Loyalists
604,3,1006.54,3,New/Promising
418,1,280.88,2,At-Risk Loyalists
6,2,774.52,1,Lost Customers
69,6,1329.94,3,New/Promising
245,2,150.5,2,At-Risk Loyalists
133,1,241.62,2,At-Risk Loyalists
241,7,1762.61,3,New/Promising
431,1,307.95,2,At-Risk Loyalists
463,2,124.08000000000001,2,At-Risk Loyalists
184,3,475.28000000000003,2,At-Risk Loyalists
25,3,345.46,1,Lost Customers
10,4,4014.1,1,Lost Customers
11,1,246.3,1,Lost Customers
468,2,848.3299999999999,2,At-Risk Loyalists
33,16,5969.93,0,Champions
46,5,8514.82,3,New/Promising
26,3,948.05,1,Lost Customers
509,1,221.82999999999998,2,At-Risk Loyalists
358,6,1962.01,3,New/Promising
10,1,220.85,1,Lost Customers
44,5,3608.34,3,New/Promising
400,2,933.84,2,At-Risk Loyalists
15,8,2399.57,0,Champions
736,2,777.0,2,At-Risk Loyalists
150,8,1979.8700000000001,3,New/Promising
1,17,5175.83,0,Champions
113,6,2821.08,3,New/Promising
493,3,1535.37,3,New/Promising
76,4,1424.29,3,New/Promising
107,7,1242.58,3,New/Promising
46,3,1063.95,1,Lost Customers
143,1,451.42,2,At-Risk Loyalists
51,4,1929.66,3,New/Promising
1,13,4206.39,0,Champions
23,30,10189.23,0,Champions
46,3,784.58,1,Lost Customers
50,5,1817.52,3,New/Promising
306,21,18409.93,0,Champions
36,7,1274.44,3,New/Promising
79,8,2999.04,3,New/Promising
22,7,3890.52,0,Champions
107,12,5201.47,3,New/Promising
208,2,1303.9099999999999,3,New/Promising
17,6,2634.44,0,Champions
64,5,2100.6,3,New/Promising
542,2,144.14999999999998,2,At-Risk Loyalists
421,3,2766.4,3,New/Promising
588,1,340.5,2,At-Risk Loyalists
49,10,3934.79,0,Champions
320,1,206.98,2,At-Risk Loyalists
44,2,570.96,1,Lost Customers
3,6,1840.06,1,Lost Customers
372,3,3897.17,3,New/Promising
453,2,890.94,2,At-Risk Loyalists
172,1,532.94,2,At-Risk Loyalists
56,4,2598.28,3,New/Promising
73,28,3794.07,0,Champions
375,1,1108.82,2,At-Risk Loyalists
99,2,636.14,1,Lost Customers
38,1,576.0,1,Lost Customers
58,3,801.76,1,Lost Customers
254,1,836.79,2,At-Risk Loyalists
738,1,80.4,2,At-Risk Loyalists
70,7,3772.9900000000002,3,New/Promising
44,4,954.09,1,Lost Customers
50,1,137.37,2,At-Risk Loyalists
65,2,777.01,1,Lost Customers
11,34,74163.0,0,Champions
33,3,1048.49,1,Lost Customers
59,2,355.56,1,Lost Customers
73,9,2742.41,3,New/Promising
393,2,548.8,2,At-Risk Loyalists
304,1,118.95000000000002,2,At-Risk Loyalists
46,1,130.73999999999998,2,At-Risk Loyalists
18,11,4426.28,0,Champions
385,1,107.01,2,At-Risk Loyalists
38,5,822.57,1,Lost Customers
622,1,139.94,2,At-Risk Loyalists
19,6,1058.72,1,Lost Customers
527,1,109.73,2,At-Risk Loyalists
187,3,257.26,2,At-Risk Loyalists
52,1,110.8,2,At-Risk Loyalists
4,21,5583.81,0,Champions
137,6,1052.72,3,New/Promising
4,52,34220.340000000004,0,Champions
19,2,570.48,1,Lost Customers
16,13,3960.37,0,Champions
432,1,438.46,2,At-Risk Loyalists
41,17,2505.21,0,Champions
12,12,4401.79,0,Champions
8,13,2928.29,0,Champions
26,5,358.7,1,Lost Customers
22,7,2180.76,0,Champions
41,5,2248.92,3,New/Promising
101,1,230.53,2,At-Risk Loyalists
5,31,9063.95,0,Champions
583,1,94.53,2,At-Risk Loyalists
277,3,323.65999999999997,2,At-Risk Loyalists
33,4,862.61,1,Lost Customers
437,1,33.099999999999994,2,At-Risk Loyalists
15,4,795.68,1,Lost Customers
500,4,313.91999999999996,2,At-Risk Loyalists
64,21,11284.76,0,Champions
646,1,111.72,2,At-Risk Loyalists
409,2,1449.1399999999999,3,New/Promising
2,2,493.28,1,Lost Customers
562,2,330.77,2,At-Risk Loyalists
404,4,1157.3,3,New/Promising
369,1,686.5600000000001,2,At-Risk Loyalists
312,5,501.39000000000004,3,New/Promising
199,8,1495.98,3,New/Promising
2,2,396.48,1,Lost Customers
432,2,249.70000000000002,2,At-Risk Loyalists
93,15,1951.82,3,New/Promising
60,4,1052.8700000000001,3,New/Promising
407,3,1027.15,3,New/Promising
81,3,429.16,1,Lost Customers
157,8,1806.28,3,New/Promising
395,5,535.65,3,New/Promising
227,1,524.52,2,At-Risk Loyalists
669,1,128.2,2,At-Risk Loyalists
482,1,305.28000000000003,2,At-Risk Loyalists
253,2,420.29,2,At-Risk Loyalists
150,1,179.17,2,At-Risk Loyalists
194,2,222.05,2,At-Risk Loyalists
1,25,5596.31,0,Champions
369,1,112.5,2,At-Risk Loyalists
24,4,900.4,1,Lost Customers
17,7,703.22,1,Lost Customers
380,1,145.01,2,At-Risk Loyalists
10,12,8939.84,0,Champions
8,1,164.68,1,Lost Customers
543,1,114.69,2,At-Risk Loyalists
20,10,2555.64,0,Champions
4,3,967.45,1,Lost Customers
491,2,764.57,2,At-Risk Loyalists
174,1,191.94,2,At-Risk Loyalists
1,15,2681.8,0,Champions
624,8,1702.34,3,New/Promising
178,9,1074.7,3,New/Promising
534,1,6.300000000000001,2,At-Risk Loyalists
378,2,205.99,2,At-Risk Loyalists
402,1,429.21,2,At-Risk Loyalists
16,13,3427.17,0,Champions
248,5,560.63,3,New/Promising
191,3,582.88,3,New/Promising
20,2,910.61,1,Lost Customers
154,9,571.64,3,New/Promising
173,4,802.11,3,New/Promising
373,1,739.0,2,At-Risk Loyalists
373,1,254.16,2,At-Risk Loyalists
731,1,102.82,2,At-Risk Loyalists
194,1,207.15,2,At-Risk Loyalists
542,1,134.44,2,At-Risk Loyalists
647,1,123.39,2,At-Risk Loyalists
656,1,293.53,2,At-Risk Loyalists
644,1,594.0,2,At-Risk Loyalists
67,1,426.63,2,At-Risk Loyalists
428,1,239.9,2,At-Risk Loyalists
4,8,2495.87,0,Champions
21,3,1107.46,1,Lost Customers
418,2,2190.66,3,New/Promising
239,2,416.86,2,At-Risk Loyalists
379,2,282.79,2,At-Risk Loyalists
64,1,145.35,2,At-Risk Loyalists
112,9,734.81,3,New/Promising
90,16,9060.39,0,Champions
311,1,35.8,2,At-Risk Loyalists
637,1,405.0,2,At-Risk Loyalists
134,1,337.44,2,At-Risk Loyalists
650,2,271.28999999999996,2,At-Risk Loyalists
277,4,2164.24,3,New/Promising
365,4,827.27,3,New/Promising
503,3,2304.18,3,New/Promising
83,1,1708.24,1,Lost Customers
8,3,1509.0900000000001,1,Lost Customers
17,2,364.72,1,Lost Customers
32,10,7180.71,0,Champions
9,3,1013.17,1,Lost Customers
34,4,806.57,1,Lost Customers
15,18,3669.5499999999997,0,Champions
589,1,190.75,2,At-Risk Loyalists
24,22,8658.36,0,Champions
551,2,617.6,2,At-Risk Loyalists
32,3,930.1,1,Lost Customers
74,4,492.99,1,Lost Customers
682,3,579.49,2,At-Risk Loyalists
374,4,410.95,2,At-Risk Loyalists
379,1,451.28999999999996,2,At-Risk Loyalists
449,1,295.83,2,At-Risk Loyalists
20,2,470.76,1,Lost Customers
663,1,272.96000000000004,2,At-Risk Loyalists
17,13,3013.09,0,Champions
451,1,426.53000000000003,2,At-Risk Loyalists
23,12,3041.6,0,Champions
388,1,418.05,2,At-Risk Loyalists
3,5,1127.05,1,Lost Customers
304,2,1017.32,3,New/Promising
18,18,5902.83,0,Champions
456,5,1810.27,3,New/Promising
367,3,988.44,3,New/Promising
39,7,3442.15,3,New/Promising
84,1,371.01,2,At-Risk Loyalists
165,6,1746.6399999999999,3,New/Promising
17,2,1054.73,1,Lost Customers
77,3,3279.42,3,New/Promising
603,1,329.22,2,At-Risk Loyalists
89,7,6593.68,3,New/Promising
25,21,9362.77,0,Champions
605,1,324.51,2,At-Risk Loyalists
22,8,3958.8199999999997,0,Champions
3,30,8759.32,0,Champions
123,7,2715.28,3,New/Promising
30,2,354.42,1,Lost Customers
12,8,1682.13,0,Champions
19,3,770.09,1,Lost Customers
376,2,372.51,2,At-Risk Loyalists
44,7,2010.05,3,New/Promising
534,1,150.55,2,At-Risk Loyalists
4,3,896.6,1,Lost Customers
9,7,2797.57,0,Champions
55,3,1202.18,1,Lost Customers
414,1,696.19,2,At-Risk Loyalists
88,7,1686.9,3,New/Promising
37,16,8308.34,0,Champions
736,1,20.4,2,At-Risk Loyalists
3,3,12393.7,0,Champions
381,1,583.39,2,At-Risk Loyalists
625,1,169.21,2,At-Risk Loyalists
30,10,5613.83,0,Champions
475,5,2146.39,3,New/Promising
12,10,2436.22,0,Champions
211,2,347.17,2,At-Risk Loyalists
48,7,3075.14,3,New/Promising
24,15,5384.13,0,Champions
22,4,992.71,1,Lost Customers
246,11,1724.06,3,New/Promising
8,29,5880.46,0,Champions
35,5,2989.79,3,New/Promising
4,84,57446.44,0,Champions
38,5,1130.27,1,Lost Customers
4,3,705.39,1,Lost Customers
3,11,2533.94,0,Champions
47,5,1553.83,3,New/Promising
39,4,698.13,1,Lost Customers
47,27,17465.85,0,Champions
17,3,851.01,1,Lost Customers
395,2,532.25,2,At-Risk Loyalists
260,1,628.28,2,At-Risk Loyalists
46,3,719.81,1,Lost Customers
12,3,484.2,1,Lost Customers
30,1,439.65999999999997,1,Lost Customers
43,1,236.09,1,Lost Customers
92,15,2048.36,3,New/Promising
596,1,82.2,2,At-Risk Loyalists
39,107,122209.14,0,Champions
310,1,331.24,2,At-Risk Loyalists
92,2,548.94,1,Lost Customers
456,6,1970.45,3,New/Promising
6,27,10836.13,0,Champions
196,6,928.72,3,New/Promising
560,1,217.73,2,At-Risk Loyalists
87,4,2556.84,3,New/Promising
270,5,1509.34,3,New/Promising
8,3,471.78000000000003,1,Lost Customers
424,2,456.4,2,At-Risk Loyalists
65,7,2416.9,3,New/Promising
31,3,3166.4,1,Lost Customers
22,8,2265.12,0,Champions
38,8,1856.5900000000001,3,New/Promising
435,1,340.84000000000003,2,At-Risk Loyalists
120,8,3434.9300000000003,3,New/Promising
562,1,235.78,2,At-Risk Loyalists
682,1,107.14,2,At-Risk Loyalists
373,4,1075.23,3,New/Promising
40,6,1899.68,3,New/Promising
174,3,300.7,2,At-Risk Loyalists
682,1,188.44,2,At-Risk Loyalists
54,1,362.06,1,Lost Customers
33,6,3634.84,3,New/Promising
145,4,2111.88,3,New/Promising
221,1,134.8,2,At-Risk Loyalists
45,1,664.85,1,Lost Customers
16,10,3854.85,0,Champions
406,1,62.7,2,At-Risk Loyalists
66,12,3217.77,0,Champions
401,3,541.95,2,At-Risk Loyalists
431,1,89.65,2,At-Risk Loyalists
10,8,2863.45,0,Champions
260,1,335.32,2,At-Risk Loyalists
725,1,111.0,2,At-Risk Loyalists
365,8,2382.62,3,New/Promising
17,5,1521.87,1,Lost Customers
563,3,3395.29,3,New/Promising
594,1,122.93,2,At-Risk Loyalists
418,1,457.7,2,At-Risk Loyalists
22,2,852.15,1,Lost Customers
45,4,1076.8,1,Lost Customers
288,4,4328.89,3,New/Promising
297,1,122.39999999999999,2,At-Risk Loyalists
390,1,265.25,2,At-Risk Loyalists
503,2,736.9300000000001,2,At-Risk Loyalists
