customer_id,recency,frequency,monetary,cluster,Segment
15312,75,12,2930.19,1,Lost Customers
15313,110,1,52.0,3,New/Promising
15314,199,3,820.4499999999999,0,Champions
15315,64,2,570.5,2,At-Risk Loyalists
15316,327,1,165.0,3,New/Promising
15317,677,1,129.75,3,New/Promising
15318,4,1,312.62,2,At-Risk Loyalists
15319,284,1,204.5,3,New/Promising
15320,44,1,267.13,2,At-Risk Loyalists
15321,71,12,6709.7300000000005,1,Lost Customers
15322,86,2,1390.86,0,Champions
15323,563,3,434.6,3,New/Promising
15324,701,1,140.22000000000003,3,New/Promising
15325,104,8,1602.01,0,Champions
15326,334,5,1700.52,0,Champions
15327,53,1,208.75,3,New/Promising
15328,408,1,107.24,3,New/Promising
15329,39,11,2984.33,1,Lost Customers
15330,32,2,714.96,2,At-Risk Loyalists
15331,500,3,767.91,0,Champions
15332,366,6,6553.74,0,Champions
15333,208,1,1028.56,3,New/Promising
15334,157,3,351.67,3,New/Promising
15335,54,1,173.97,3,New/Promising
15336,402,1,240.5,3,New/Promising
15337,411,1,373.02,3,New/Promising
15338,677,1,283.43,3,New/Promising
15339,66,7,1827.84,0,Champions
15340,562,1,105.5,3,New/Promising
15341,81,2,2402.7200000000003,0,Champions
15342,130,1,406.09,3,New/Promising
15343,87,1,364.5,3,New/Promising
15344,1,3,563.94,2,At-Risk Loyalists
15345,46,1,393.54,2,At-Risk Loyalists
15346,333,3,596.12,0,Champions
15347,366,4,1363.6,0,Champions
15348,72,1,158.04,3,New/Promising
15349,158,2,473.81,3,New/Promising
15350,373,2,663.25,3,New/Promising
15351,12,10,3738.29,1,Lost Customers
15352,549,1,114.95,3,New/Promising
15353,255,7,3175.95,0,Champions
15354,603,3,284.4,3,New/Promising
15355,29,2,277.05,2,At-Risk Loyalists
15356,31,13,3464.95,1,Lost Customers
15358,5,42,17050.41,1,Lost Customers
15359,663,8,181.35,3,New/Promising
15360,40,1,427.93,2,At-Risk Loyalists
15361,362,4,689.07,0,Champions
15362,449,2,613.08,3,New/Promising
15363,373,2,1004.11,0,Champions
15364,96,2,913.19,0,Champions
15365,26,13,4557.13,1,Lost Customers
15366,75,7,2389.08,0,Champions
15367,57,11,5081.33,1,Lost Customers
15368,21,2,722.74,2,At-Risk Loyalists
15369,492,11,6251.26,0,Champions
15370,41,8,3739.01,1,Lost Customers
15371,662,1,59.400000000000006,3,New/Promising
15372,137,8,6017.06,0,Champions
15373,8,17,3421.39,1,Lost Customers
15374,129,2,307.32,3,New/Promising
15375,690,1,60.959999999999994,3,New/Promising
15376,40,3,1233.3600000000001,2,At-Risk Loyalists
15377,383,4,1211.75,0,Champions
15378,463,2,246.5,3,New/Promising
15379,169,8,4877.84,0,Champions
15380,9,11,3479.0600000000004,1,Lost Customers
15381,214,5,1890.5700000000002,0,Champions
15382,15,12,13733.550000000001,1,Lost Customers
15384,170,4,2027.79,0,Champions
15385,40,3,942.08,2,At-Risk Loyalists
15386,186,1,394.14,3,New/Promising
15387,492,1,468.65,3,New/Promising
15388,270,1,140.54,3,New/Promising
15389,172,5,2733.8,0,Champions
15390,396,2,1216.66,0,Champions
15391,584,1,289.87,3,New/Promising
15392,5,7,2911.62,1,Lost Customers
15393,16,5,891.34,2,At-Risk Loyalists
15394,10,11,5286.8,1,Lost Customers
15395,326,1,107.45,3,New/Promising
15396,113,2,796.38,0,Champions
15397,290,1,94.0,3,New/Promising
15398,16,2,1345.53,2,At-Risk Loyalists
15399,1,3,815.77,2,At-Risk Loyalists
15400,92,8,1302.3,0,Champions
15401,452,2,216.95000000000002,3,New/Promising
15402,149,6,1830.54,0,Champions
15403,492,2,170.88,3,New/Promising
15404,376,1,257.06,3,New/Promising
15405,189,2,659.84,3,New/Promising
15406,31,4,975.87,2,At-Risk Loyalists
15407,34,4,1056.44,2,At-Risk Loyalists
15408,264,1,267.18,3,New/Promising
15409,721,1,131.25,3,New/Promising
15410,84,10,4685.72,1,Lost Customers
15411,26,4,1358.88,2,At-Risk Loyalists
15412,171,1,190.53,3,New/Promising
15413,692,5,6798.72,0,Champions
15414,10,3,774.9000000000001,2,At-Risk Loyalists
15415,313,1,572.8100000000001,3,New/Promising
15416,65,7,4572.82,0,Champions
15417,85,1,508.8,3,New/Promising
15418,425,2,452.32,3,New/Promising
15419,25,1,135.86,2,At-Risk Loyalists
15420,434,6,743.0,0,Champions
15421,59,10,3805.34,1,Lost Customers
15422,323,7,1619.97,0,Champions
15423,38,3,266.89,2,At-Risk Loyalists
15424,254,3,597.78,0,Champions
15425,400,4,1944.57,0,Champions
15426,19,9,2615.39,1,Lost Customers
15427,33,3,1483.14,2,At-Risk Loyalists
15428,15,4,762.75,2,At-Risk Loyalists
15429,27,2,397.35,2,At-Risk Loyalists
15430,468,2,954.75,3,New/Promising
15431,503,1,153.24,3,New/Promising
15432,23,2,320.76,2,At-Risk Loyalists
15433,214,2,533.3,3,New/Promising
15434,8,11,2567.06,1,Lost Customers
15435,22,1,149.29,2,At-Risk Loyalists
15436,12,3,1122.53,2,At-Risk Loyalists
15437,262,2,393.45,3,New/Promising
15438,131,1,156.57999999999998,3,New/Promising
15439,405,4,1269.05,0,Champions
15440,55,3,383.68,2,At-Risk Loyalists
15441,396,3,1254.21,0,Champions
15442,249,1,594.0,3,New/Promising
15443,2,14,5175.93,1,Lost Customers
15444,9,2,1418.26,2,At-Risk Loyalists
15445,264,2,284.5,3,New/Promising
15446,377,3,406.95,3,New/Promising
15447,331,5,492.88,0,Champions
15448,313,2,788.81,3,New/Promising
15449,26,3,974.52,2,At-Risk Loyalists
15450,30,1,429.84,2,At-Risk Loyalists
15451,434,2,233.21,3,New/Promising
15452,30,6,1799.1100000000001,2,At-Risk Loyalists
15453,2,7,1388.37,2,At-Risk Loyalists
15454,362,2,307.69,3,New/Promising
15455,598,1,38.25,3,New/Promising
15456,283,10,2119.27,0,Champions
15457,262,1,237.07,3,New/Promising
15458,25,2,370.43999999999994,2,At-Risk Loyalists
15459,417,2,202.82999999999998,3,New/Promising
15460,354,1,216.76,3,New/Promising
15461,461,2,429.7,3,New/Promising
15462,94,4,737.05,0,Champions
15463,29,1,126.14,2,At-Risk Loyalists
15464,338,1,1048.85,3,New/Promising
15465,20,32,12655.65,1,Lost Customers
15466,85,4,1571.01,0,Champions
15467,9,3,524.88,2,At-Risk Loyalists
15468,51,3,1430.48,2,At-Risk Loyalists
15469,50,3,874.25,2,At-Risk Loyalists
15470,576,1,63.419999999999995,3,New/Promising
15471,2,3,1316.56,2,At-Risk Loyalists
15472,113,1,371.56,3,New/Promising
15473,14,8,2046.0,1,Lost Customers
15474,596,1,163.1,3,New/Promising
15475,77,1,454.10999999999996,3,New/Promising
15476,380,4,2209.98,0,Champions
15477,650,1,368.4,3,New/Promising
15478,40,3,2024.98,2,At-Risk Loyalists
15479,733,1,147.4,3,New/Promising
15480,116,5,6279.0,0,Champions
15481,401,1,1993.34,0,Champions
15482,16,19,14592.56,1,Lost Customers
15483,161,10,862.2,0,Champions
15484,1,6,4656.0,1,Lost Customers
15485,30,7,5771.51,1,Lost Customers
15486,527,1,102.0,3,New/Promising
15487,680,1,231.32,3,New/Promising
15488,93,5,431.92,0,Champions
15489,23,8,2419.61,1,Lost Customers
15490,430,1,217.6,3,New/Promising
15491,95,6,3100.09,0,Champions
15492,28,2,659.4599999999999,2,At-Risk Loyalists
15493,33,9,4314.9800000000005,1,Lost Customers
15494,21,5,3780.05,1,Lost Customers
15495,379,1,246.5,3,New/Promising
15496,631,1,146.14000000000001,3,New/Promising
15497,18,9,8657.39,1,Lost Customers
15498,3,44,26039.58,1,Lost Customers
15499,724,1,161.6,3,New/Promising
15500,8,4,1131.56,2,At-Risk Loyalists
15501,405,2,402.5,3,New/Promising
15502,16,14,13993.47,1,Lost Customers
15503,363,2,267.15,3,New/Promising
15504,81,4,423.85,2,At-Risk Loyalists
15505,53,5,3610.96,0,Champions
15506,23,6,2040.03,2,At-Risk Loyalists
15507,172,1,492.36,3,New/Promising
15508,189,6,1000.27,0,Champions
15509,380,1,166.51,3,New/Promising
15510,331,1,250.0,3,New/Promising
15511,12,5,909.23,2,At-Risk Loyalists
15512,156,4,331.58,3,New/Promising
15513,33,35,27750.55,1,Lost Customers
15514,12,18,6598.55,1,Lost Customers
15515,387,1,171.81,3,New/Promising
15516,45,3,62.43,3,New/Promising
15517,233,1,267.03,3,New/Promising
15518,64,15,4218.94,1,Lost Customers
15519,383,2,344.61,3,New/Promising
15520,2,1,343.5,2,At-Risk Loyalists
15521,40,16,7106.69,1,Lost Customers
15522,33,2,398.84,2,At-Risk Loyalists
15523,84,16,17359.99,1,Lost Customers
15524,25,2,591.4,2,At-Risk Loyalists
15525,2,4,1295.7,2,At-Risk Loyalists
15526,33,2,148.44,2,At-Risk Loyalists
15527,19,23,5575.64,1,Lost Customers
15528,254,1,229.33,3,New/Promising
15529,23,12,5111.95,1,Lost Customers
15530,22,5,1813.72,2,At-Risk Loyalists
15531,8,2,2007.44,2,At-Risk Loyalists
15532,25,10,3771.9,1,Lost Customers
15533,19,3,807.57,2,At-Risk Loyalists
15534,726,1,162.25,3,New/Promising
15535,173,6,1087.82,0,Champions
15536,409,1,259.09,3,New/Promising
15537,163,1,110.92,3,New/Promising
15538,538,6,3358.3999999999996,0,Champions
15539,7,1,538.46,2,At-Risk Loyalists
15540,11,2,460.68,2,At-Risk Loyalists
15541,114,1,85.13000000000001,3,New/Promising
15542,512,3,918.45,0,Champions
15543,288,2,242.84,3,New/Promising
15544,9,20,8162.43,1,Lost Customers
15545,54,2,428.05,2,At-Risk Loyalists
15546,607,2,1079.1000000000001,0,Champions
15547,7,26,10154.39,1,Lost Customers
15548,596,1,158.09,3,New/Promising
15549,77,8,2345.96,0,Champions
15550,4,12,2218.8,1,Lost Customers
15551,37,7,1710.08,0,Champions
15552,217,2,252.52,3,New/Promising
15553,60,1,437.23,2,At-Risk Loyalists
15554,278,1,217.2,3,New/Promising
15555,12,36,12112.35,1,Lost Customers
15556,24,1,279.77,2,At-Risk Loyalists
15557,29,1,473.65000000000003,2,At-Risk Loyalists
15558,639,1,214.13,3,New/Promising
15559,568,1,1109.4,3,New/Promising
15560,398,2,153.52,3,New/Promising
15561,12,8,1934.3899999999999,1,Lost Customers
15562,352,3,673.3800000000001,0,Champions
15563,22,7,2867.0,1,Lost Customers
15564,463,2,70.74000000000001,3,New/Promising
15565,50,2,173.16,2,At-Risk Loyalists
15566,393,2,227.87,3,New/Promising
15567,19,1,186.01,2,At-Risk Loyalists
15568,3,3,758.29,2,At-Risk Loyalists
15569,104,10,3586.35,0,Champions
15570,7,25,9311.04,1,Lost Customers
15571,12,14,4051.63,1,Lost Customers
15572,5,10,4068.67,1,Lost Customers
15573,32,5,1207.18,2,At-Risk Loyalists
15574,178,6,1518.7,0,Champions
15575,620,1,30.1,3,New/Promising
15576,38,1,940.6700000000001,2,At-Risk Loyalists
15577,151,5,397.98,0,Champions
15578,162,1,127.1,3,New/Promising
15579,69,5,1302.5,0,Champions
15580,377,8,1381.19,0,Champions
15581,121,38,7794.59,1,Lost Customers
15582,25,3,682.9100000000001,2,At-Risk Loyalists
15583,376,1,107.86,3,New/Promising
15584,24,6,1277.5,2,At-Risk Loyalists
15585,177,1,455.3,3,New/Promising
15586,593,3,1139.1,0,Champions
15587,50,7,1522.0800000000002,0,Champions
15588,678,1,579.6,3,New/Promising
15589,256,3,478.53000000000003,3,New/Promising
15590,382,5,1496.6,0,Champions
15591,583,3,217.9,3,New/Promising
15592,47,1,388.58,2,At-Risk Loyalists
15593,71,1,199.8,3,New/Promising
15594,16,5,1771.78,2,At-Risk Loyalists
15595,488,1,357.6,3,New/Promising
15596,101,9,3130.04,0,Champions
15597,35,2,563.37,2,At-Risk Loyalists
15598,53,2,548.02,2,At-Risk Loyalists
15599,27,3,1250.06,2,At-Risk Loyalists
15600,428,4,1199.31,0,Champions
15601,11,30,14960.12,1,Lost Customers
15602,8,16,3230.51,1,Lost Customers
15603,79,2,88.48,3,New/Promising
15604,52,1,216.39,3,New/Promising
15605,36,9,1936.8,1,Lost Customers
15606,61,17,5230.99,1,Lost Customers
15607,337,9,1708.97,0,Champions
15608,28,5,1785.98,2,At-Risk Loyalists
15609,184,1,298.48,3,New/Promising
15610,52,1,112.46000000000001,3,New/Promising
15611,10,26,2997.28,1,Lost Customers
15612,36,2,195.15,2,At-Risk Loyalists
15613,610,1,433.71999999999997,3,New/Promising
15614,438,4,3147.36,0,Champions
15615,10,47,21373.97,1,Lost Customers
15616,438,1,317.11,3,New/Promising
15617,396,3,828.5500000000001,0,Champions
15618,33,4,776.851,2,At-Risk Loyalists
15619,11,1,336.40000000000003,2,At-Risk Loyalists
15620,57,4,1942.36,0,Champions
15621,4,4,1293.03,2,At-Risk Loyalists
15622,43,17,7852.61,1,Lost Customers
15623,141,8,2437.05,0,Champions
15624,117,4,588.13,0,Champions
15625,104,9,3236.4,0,Champions
15626,75,3,1067.52,0,Champions
15627,457,2,566.9,3,New/Promising
15628,5,17,5652.26,1,Lost Customers
15629,450,4,2240.9,0,Champions
15630,45,3,1481.4,2,At-Risk Loyalists
15631,642,1,596.67,3,New/Promising
15632,16,8,3285.31,1,Lost Customers
15633,509,13,4352.46,0,Champions
15634,17,2,554.65,2,At-Risk Loyalists
15635,396,1,100.35,3,New/Promising
15636,90,4,1444.58,0,Champions
15637,53,5,797.59,2,At-Risk Loyalists
15638,379,6,2265.2,0,Champions
15639,134,3,1065.08,0,Champions
15640,4,29,23957.58,1,Lost Customers
15641,105,12,5345.55,1,Lost Customers
15642,730,1,105.78000000000002,3,New/Promising
15643,192,3,664.0,0,Champions
15644,166,4,813.0,0,Champions
15645,19,3,1055.17,2,At-Risk Loyalists
15646,158,5,974.61,0,Champions
15647,415,1,169.0,3,New/Promising
15648,204,2,657.35,3,New/Promising
15649,336,4,2170.35,0,Champions
15650,522,2,553.88,3,New/Promising
15651,37,5,1259.06,2,At-Risk Loyalists
15652,91,5,1420.34,0,Champions
15653,93,2,877.4399999999999,0,Champions
15654,9,2,922.53,2,At-Risk Loyalists
15655,243,1,560.67,3,New/Promising
15656,45,4,748.5,2,At-Risk Loyalists
15657,23,1,30.0,3,New/Promising
15658,190,8,2423.4700000000003,0,Champions
15659,44,3,532.49,2,At-Risk Loyalists
15660,25,15,2812.99,1,Lost Customers
15661,317,8,1215.95,0,Champions
15662,661,2,283.73,3,New/Promising
15663,106,1,138.14,3,New/Promising
15664,51,4,1254.03,2,At-Risk Loyalists
15665,168,5,4015.12,0,Champions
15666,472,2,632.9399999999999,3,New/Promising
15667,40,1,301.32,2,At-Risk Loyalists
15668,218,1,76.32000000000001,3,New/Promising
15669,40,4,684.34,2,At-Risk Loyalists
15670,297,2,325.2,3,New/Promising
15671,19,7,2657.13,1,Lost Customers
15672,725,1,45.300000000000004,3,New/Promising
15673,88,9,6414.79,1,Lost Customers
15674,73,13,6948.2300000000005,1,Lost Customers
15675,81,4,542.04,0,Champions
15676,19,3,3435.76,2,At-Risk Loyalists
15677,49,3,1305.63,2,At-Risk Loyalists
15678,53,3,1893.89,0,Champions
15679,24,4,781.28,2,At-Risk Loyalists
15680,9,10,4507.58,1,Lost Customers
15681,25,14,2989.7,1,Lost Customers
15682,599,2,318.24,3,New/Promising
15683,117,2,524.54,3,New/Promising
15684,547,3,173.95,3,New/Promising
15685,450,1,55.980000000000004,3,New/Promising
15686,420,1,90.0,3,New/Promising
15687,9,9,2993.1,1,Lost Customers
15688,419,1,190.57,3,New/Promising
15689,120,3,521.03,0,Champions
15690,4,2,239.76,2,At-Risk Loyalists
15691,252,4,571.3,0,Champions
15692,28,1,191.04,2,At-Risk Loyalists
15693,659,1,37.5,3,New/Promising
15694,1,24,10810.81,1,Lost Customers
15695,267,4,1131.04,0,Champions
15696,33,13,3906.57,1,Lost Customers
15697,690,1,246.75,3,New/Promising
15698,624,1,46.2,3,New/Promising
15699,18,1,309.65,2,At-Risk Loyalists
15700,172,2,696.68,3,New/Promising
15701,2,4,1542.14,2,At-Risk Loyalists
15702,476,2,140.39000000000001,3,New/Promising
15703,265,1,211.5,3,New/Promising
15704,140,6,3817.96,0,Champions
15705,201,1,143.1,3,New/Promising
15706,64,4,1060.56,0,Champions
15707,35,4,945.58,2,At-Risk Loyalists
15708,41,9,4378.72,1,Lost Customers
15709,284,2,327.85,3,New/Promising
15710,417,1,898.87,3,New/Promising
15711,557,2,420.25,3,New/Promising
15712,9,12,3472.4100000000003,1,Lost Customers
15713,143,4,1010.79,0,Champions
15714,12,5,784.8100000000001,2,At-Risk Loyalists
15715,556,5,658.02,0,Champions
15716,146,11,3056.81,0,Champions
15717,234,5,607.0,0,Champions
15718,540,1,293.79,3,New/Promising
15719,33,31,10223.06,1,Lost Customers
15720,24,2,741.92,2,At-Risk Loyalists
15721,12,1,507.08,2,At-Risk Loyalists
15722,36,11,5258.1,1,Lost Customers
15723,365,4,947.65,0,Champions
15724,201,3,310.85,3,New/Promising
15725,15,1,415.25,2,At-Risk Loyalists
15726,390,1,321.91,3,New/Promising
15727,17,15,9445.51,1,Lost Customers
15728,380,2,544.6,3,New/Promising
15729,213,3,192.55,3,New/Promising
15730,66,5,1726.58,0,Champions
15731,554,1,125.3,3,New/Promising
15732,212,10,1682.07,0,Champions
15733,283,1,162.3,3,New/Promising
15734,115,4,2263.3,0,Champions
15735,421,1,327.68,3,New/Promising
15736,435,2,1815.72,0,Champions
15737,15,8,1205.1200000000001,2,At-Risk Loyalists
15738,19,41,13372.970000000001,1,Lost Customers
15739,66,1,449.12,2,At-Risk Loyalists
15740,49,1,154.88,3,New/Promising
15741,458,2,208.62,3,New/Promising
15742,619,1,156.87,3,New/Promising
15743,16,4,784.46,2,At-Risk Loyalists
15744,78,1,34.8,3,New/Promising
15745,19,4,1094.59,2,At-Risk Loyalists
15746,134,1,196.88,3,New/Promising
15747,13,9,2562.61,1,Lost Customers
15748,40,3,614.7600000000001,2,At-Risk Loyalists
15749,235,3,44534.3,0,Champions
15750,3,18,6797.191,1,Lost Customers
15751,461,11,1380.44,0,Champions
15752,40,9,4207.54,1,Lost Customers
15753,305,1,79.2,3,New/Promising
15754,51,9,3037.61,1,Lost Customers
15755,10,17,5993.12,1,Lost Customers
15756,61,4,532.96,2,At-Risk Loyalists
15757,66,6,2940.36,0,Champions
15758,25,1,205.25,2,At-Risk Loyalists
15759,218,7,830.9300000000001,0,Champions
15760,631,2,13916.34,0,Champions
15761,443,1,143.05,3,New/Promising
15762,65,2,583.75,2,At-Risk Loyalists
15763,32,2,1086.92,2,At-Risk Loyalists
15764,88,8,4503.08,0,Champions
15765,667,1,370.63,3,New/Promising
15766,64,3,831.06,2,At-Risk Loyalists
15768,116,34,15601.09,1,Lost Customers
15769,7,46,88704.32,1,Lost Customers
15770,613,1,321.45,3,New/Promising
15771,604,3,1006.54,0,Champions
15772,418,1,280.88,3,New/Promising
15773,6,2,774.52,2,At-Risk Loyalists
15774,69,6,1329.94,0,Champions
15775,245,2,150.5,3,New/Promising
15776,133,1,241.62,3,New/Promising
15777,241,7,1762.61,0,Champions
15778,431,1,307.95,3,New/Promising
15779,463,2,124.08000000000001,3,New/Promising
15780,184,3,475.28000000000003,3,New/Promising
15781,25,3,345.46,2,At-Risk Loyalists
15782,10,4,4014.1,2,At-Risk Loyalists
15783,11,1,246.3,2,At-Risk Loyalists
15784,468,2,848.3299999999999,3,New/Promising
15785,33,16,5969.93,1,Lost Customers
15786,46,5,8514.82,1,Lost Customers
15787,26,3,948.05,2,At-Risk Loyalists
15788,509,1,221.82999999999998,3,New/Promising
15789,358,6,1962.01,0,Champions
15790,10,1,220.85,2,At-Risk Loyalists
15791,44,5,3608.34,0,Champions
15792,400,2,933.84,0,Champions
15793,15,8,2399.57,1,Lost Customers
15794,736,2,777.0,3,New/Promising
15795,150,8,1979.8700000000001,0,Champions
15796,1,17,5175.83,1,Lost Customers
15797,113,6,2821.08,0,Champions
15798,493,3,1535.37,0,Champions
15799,76,4,1424.29,0,Champions
15800,107,7,1242.58,0,Champions
15801,46,3,1063.95,2,At-Risk Loyalists
15802,143,1,451.42,3,New/Promising
15803,51,4,1929.66,0,Champions
15804,1,13,4206.39,1,Lost Customers
15805,23,30,10189.23,1,Lost Customers
15806,46,3,784.58,2,At-Risk Loyalists
15807,50,5,1817.52,0,Champions
15808,306,21,18409.93,1,Lost Customers
15809,36,7,1274.44,2,At-Risk Loyalists
15810,79,8,2999.04,0,Champions
15811,22,7,3890.52,1,Lost Customers
15812,107,12,5201.47,1,Lost Customers
15813,208,2,1303.9099999999999,0,Champions
15814,17,6,2634.44,1,Lost Customers
15815,64,5,2100.6,0,Champions
15816,542,2,144.14999999999998,3,New/Promising
15817,421,3,2766.4,0,Champions
15818,588,1,340.5,3,New/Promising
15819,49,10,3934.79,1,Lost Customers
15820,320,1,206.98,3,New/Promising
15821,44,2,570.96,2,At-Risk Loyalists
15822,3,6,1840.06,2,At-Risk Loyalists
15823,372,3,3897.17,0,Champions
15824,453,2,890.94,3,New/Promising
15825,172,1,532.94,3,New/Promising
15826,56,4,2598.28,0,Champions
15827,73,28,3794.07,1,Lost Customers
15828,375,1,1108.82,3,New/Promising
15829,99,2,636.14,2,At-Risk Loyalists
15830,38,1,576.0,2,At-Risk Loyalists
15831,58,3,801.76,2,At-Risk Loyalists
15832,254,1,836.79,3,New/Promising
15833,738,1,80.4,3,New/Promising
15834,70,7,3772.9900000000002,0,Champions
15835,44,4,954.09,2,At-Risk Loyalists
15836,50,1,137.37,3,New/Promising
15837,65,2,777.01,2,At-Risk Loyalists
15838,11,34,74163.0,1,Lost Customers
15839,33,3,1048.49,2,At-Risk Loyalists
15840,59,2,355.56,2,At-Risk Loyalists
15841,73,9,2742.41,0,Champions
15842,393,2,548.8,3,New/Promising
15843,304,1,118.95000000000002,3,New/Promising
15844,46,1,130.73999999999998,3,New/Promising
15845,18,11,4426.28,1,Lost Customers
15846,385,1,107.01,3,New/Promising
15847,38,5,822.57,2,At-Risk Loyalists
15848,622,1,139.94,3,New/Promising
15850,19,6,1058.72,2,At-Risk Loyalists
15851,527,1,109.73,3,New/Promising
15852,187,3,257.26,3,New/Promising
15853,52,1,110.8,3,New/Promising
15854,4,21,5583.81,1,Lost Customers
15855,137,6,1052.72,0,Champions
15856,4,52,34220.340000000004,1,Lost Customers
15857,19,2,570.48,2,At-Risk Loyalists
15858,16,13,3960.37,1,Lost Customers
15859,432,1,438.46,3,New/Promising
15860,41,17,2505.21,1,Lost Customers
15861,12,12,4401.79,1,Lost Customers
15862,8,13,2928.29,1,Lost Customers
15863,26,5,358.7,2,At-Risk Loyalists
15864,22,7,2180.76,1,Lost Customers
15865,41,5,2248.92,0,Champions
15866,101,1,230.53,3,New/Promising
15867,5,31,9063.95,1,Lost Customers
15868,583,1,94.53,3,New/Promising
15869,277,3,323.65999999999997,3,New/Promising
15870,33,4,862.61,2,At-Risk Loyalists
15871,437,1,33.099999999999994,3,New/Promising
15872,15,4,795.68,2,At-Risk Loyalists
15873,500,4,313.91999999999996,3,New/Promising
15874,64,21,11284.76,1,Lost Customers
15875,646,1,111.72,3,New/Promising
15876,409,2,1449.1399999999999,0,Champions
15877,2,2,493.28,2,At-Risk Loyalists
15878,562,2,330.77,3,New/Promising
15879,404,4,1157.3,0,Champions
15880,369,1,686.5600000000001,3,New/Promising
15881,312,5,501.39000000000004,0,Champions
15882,199,8,1495.98,0,Champions
15883,2,2,396.48,2,At-Risk Loyalists
15884,432,2,249.70000000000002,3,New/Promising
15885,93,15,1951.82,0,Champions
15886,60,4,1052.8700000000001,0,Champions
15887,407,3,1027.15,0,Champions
15888,81,3,429.16,2,At-Risk Loyalists
15889,157,8,1806.28,0,Champions
15890,395,5,535.65,0,Champions
15891,227,1,524.52,3,New/Promising
15892,669,1,128.2,3,New/Promising
15893,482,1,305.28000000000003,3,New/Promising
15894,253,2,420.29,3,New/Promising
15895,150,1,179.17,3,New/Promising
15897,194,2,222.05,3,New/Promising
15898,1,25,5596.31,1,Lost Customers
15899,369,1,112.5,3,New/Promising
15900,24,4,900.4,2,At-Risk Loyalists
15901,17,7,703.22,2,At-Risk Loyalists
15902,380,1,145.01,3,New/Promising
15903,10,12,8939.84,1,Lost Customers
15904,8,1,164.68,2,At-Risk Loyalists
15905,543,1,114.69,3,New/Promising
15906,20,10,2555.64,1,Lost Customers
15907,4,3,967.45,2,At-Risk Loyalists
15908,491,2,764.57,3,New/Promising
15909,174,1,191.94,3,New/Promising
15910,1,15,2681.8,1,Lost Customers
15911,624,8,1702.34,0,Champions
15912,178,9,1074.7,0,Champions
15913,534,1,6.300000000000001,3,New/Promising
15914,378,2,205.99,3,New/Promising
15915,402,1,429.21,3,New/Promising
15916,16,13,3427.17,1,Lost Customers
15917,248,5,560.63,0,Champions
15918,191,3,582.88,0,Champions
15919,20,2,910.61,2,At-Risk Loyalists
15920,154,9,571.64,0,Champions
15921,173,4,802.11,0,Champions
15922,373,1,739.0,3,New/Promising
15923,373,1,254.16,3,New/Promising
15924,731,1,102.82,3,New/Promising
15925,194,1,207.15,3,New/Promising
15926,542,1,134.44,3,New/Promising
15927,647,1,123.39,3,New/Promising
15928,656,1,293.53,3,New/Promising
15929,644,1,594.0,3,New/Promising
15930,67,1,426.63,3,New/Promising
15931,428,1,239.9,3,New/Promising
15932,4,8,2495.87,1,Lost Customers
15933,21,3,1107.46,2,At-Risk Loyalists
15934,418,2,2190.66,0,Champions
15935,239,2,416.86,3,New/Promising
15936,379,2,282.79,3,New/Promising
15937,64,1,145.35,3,New/Promising
15938,112,9,734.81,0,Champions
15939,90,16,9060.39,1,Lost Customers
15940,311,1,35.8,3,New/Promising
15941,637,1,405.0,3,New/Promising
15942,134,1,337.44,3,New/Promising
15943,650,2,271.28999999999996,3,New/Promising
15944,277,4,2164.24,0,Champions
15945,365,4,827.27,0,Champions
15946,503,3,2304.18,0,Champions
15947,83,1,1708.24,2,At-Risk Loyalists
15948,8,3,1509.0900000000001,2,At-Risk Loyalists
15949,17,2,364.72,2,At-Risk Loyalists
15950,32,10,7180.71,1,Lost Customers
15951,9,3,1013.17,2,At-Risk Loyalists
15952,34,4,806.57,2,At-Risk Loyalists
15953,15,18,3669.5499999999997,1,Lost Customers
15954,589,1,190.75,3,New/Promising
15955,24,22,8658.36,1,Lost Customers
15956,551,2,617.6,3,New/Promising
15957,32,3,930.1,2,At-Risk Loyalists
15958,74,4,492.99,2,At-Risk Loyalists
15959,682,3,579.49,3,New/Promising
15960,374,4,410.95,3,New/Promising
15961,379,1,451.28999999999996,3,New/Promising
15962,449,1,295.83,3,New/Promising
15963,20,2,470.76,2,At-Risk Loyalists
15964,663,1,272.96000000000004,3,New/Promising
15965,17,13,3013.09,1,Lost Customers
15966,451,1,426.53000000000003,3,New/Promising
15967,23,12,3041.6,1,Lost Customers
15968,388,1,418.05,3,New/Promising
15969,3,5,1127.05,2,At-Risk Loyalists
15970,304,2,1017.32,0,Champions
15971,18,18,5902.83,1,Lost Customers
15972,456,5,1810.27,0,Champions
15973,367,3,988.44,0,Champions
15974,39,7,3442.15,1,Lost Customers
15975,84,1,371.01,3,New/Promising
15976,165,6,1746.6399999999999,0,Champions
15977,17,2,1054.73,2,At-Risk Loyalists
15978,77,3,3279.42,0,Champions
15979,603,1,329.22,3,New/Promising
15980,89,7,6593.68,0,Champions
15981,25,21,9362.77,1,Lost Customers
15982,605,1,324.51,3,New/Promising
15983,22,8,3958.8199999999997,1,Lost Customers
15984,3,30,8759.32,1,Lost Customers
15985,123,7,2715.28,0,Champions
15986,30,2,354.42,2,At-Risk Loyalists
15987,12,8,1682.13,1,Lost Customers
15988,19,3,770.09,2,At-Risk Loyalists
15989,376,2,372.51,3,New/Promising
